vineyard_field_id,smoke_days,smoke_density_weighted_days,max_density_weight,area_ha,ha_smoke_days
VYD_00400,7,17,3,0.25533056752400834,1.7873139726680585
VYD_00401,8,20,3,0.12950426679953994,1.0360341343963195
VYD_00402,8,17,3,0.14352748338841206,1.1482198671072965
VYD_00403,8,21,3,0.38847236957615433,3.1077789566092346
VYD_00404,8,18,3,0.4406751397442502,3.5254011179540017
VYD_00405,7,18,3,0.11092904422730784,0.7765033095911549
VYD_00406,8,19,3,0.07614632272938839,0.6091705818351071
VYD_00407,8,21,3,0.1601259789843351,1.2810078318746807
VYD_00408,7,19,3,0.12326106855281087,0.8628274798696761
VYD_00409,8,19,3,0.42508817108466007,3.4007053686772806
VYD_00410,8,19,3,0.38007672648053165,3.040613811844253
VYD_00411,8,18,3,0.5317465885874549,4.2539727086996395
VYD_00412,9,19,3,0.9427152599090374,8.484437339181337
VYD_00413,8,21,3,0.21934799740391345,1.7547839792313076
VYD_00414,7,18,3,0.14701259890558901,1.029088192339123
VYD_00415,8,21,3,0.22377476693919202,1.7901981355135361
VYD_00416,8,20,3,0.062165302121150054,0.49732241696920043
VYD_00417,8,21,3,0.26577174991322916,2.1261739993058333
VYD_00418,8,20,3,0.2656724312690446,2.125379450152357
VYD_00419,7,17,3,0.2857097619335217,1.9999683335346519
VYD_00420,8,21,3,0.3457940944379864,2.7663527555038914
VYD_00421,8,20,3,0.48572819374833914,3.885825549986713
VYD_00422,7,16,3,0.5903524293361812,4.132467005353268
VYD_00423,8,21,3,0.14917818322719226,1.193425465817538
VYD_00424,8,21,3,0.5854293139756775,4.68343451180542
VYD_00425,8,20,3,0.5183501980199507,4.146801584159606
VYD_00426,7,16,3,0.5439959110756954,3.807971377529868
VYD_00427,8,20,3,0.1878910925880551,1.5031287407044407
VYD_00428,7,18,3,0.2375278468597781,1.6626949280184466
VYD_00429,7,18,3,1.1323918642284359,7.926743049599051
VYD_00430,7,19,3,0.18316913420033698,1.2821839394023589
VYD_00431,8,19,3,0.1499885085698285,1.199908068558628
VYD_00432,7,18,3,0.4093136773460706,2.865195741422494
VYD_00433,8,21,3,0.3373791241618473,2.6990329932947783
VYD_00434,8,20,3,0.1870840129647652,1.4966721037181216
VYD_00435,8,20,3,0.46544022927737216,3.7235218342189773
VYD_00436,8,20,3,0.1711764051086815,1.369411240869452
VYD_00437,7,18,3,0.26219252891321165,1.8353477023924816
VYD_00438,8,21,3,0.5629200065682943,4.503360052546355
VYD_00439,8,21,3,0.3148889941322012,2.51911195305761
VYD_00440,8,20,3,0.17613629894082594,1.4090903915266075
VYD_00441,8,19,3,0.34531829142538817,2.7625463314031053
VYD_00442,9,21,3,0.27702753872058783,2.4932478484852902
VYD_00443,8,21,3,0.5182334303625564,4.145867442900451
VYD_00444,7,18,3,0.49139747595534683,3.439782331687428
VYD_00445,9,21,3,0.3077614895790624,2.7698534062115616
VYD_00446,7,18,3,0.17498284565900157,1.2248799196130111
VYD_00447,8,17,3,0.2609597012221022,2.0876776097768177
VYD_00448,8,18,3,0.26317104089196797,2.1053683271357437
